tidak_baku,kata_baku
bosssokk,bosssokk 
foryoupage,foryoupage 
slotpg,slotpg 
brebb,brebb 
lesgooo,ayo 
gaes,gaes 
travelling,bepergian
bandori,bandori 
sicantik,sicantik 
sori,maaf
temanteman,teman-teman
remember,ingat
selugu,selugu 
dowo,panjang 
terjunin,terjunin 
prices,harga
grista,grista 
banyk,banyak
buto,buto 
sendddddd,kirim
pencaker,pencari kerja
direstuin,direstui
diruma,di rumah
coups,coups 
guard,penjaga
dosendosen,dosen-dosen
brkt,brkt 
hipokrit,munafik
iiya,iya
diingatin,diingatkan
makananan,makanan
ndlogog,ndlogog 
bajet,anggaran
envy,iri
grocery,bahan makanan
aslii,asli
plannya,rencana
nduuuu,nduuuu 
top,teratas
urge,desakan
married,menikah
hestegnya,tagar 
avenger,penuntut balas
paths,jalur
dalane,jalan
scholar,ilmuwan
damnnn,damn
being,menjadi
atrbpn,atrbpn 
tapj,tapi
maaakkk,maaakkk 
devour,melahap
duakali,dua kali
glowup,glowup 
emot,emoticon
brow,brow 
goblokin,membodohi
spya,supaya
biyuemen,biyuemen 
leuwih,lebih
kuhap,kuhap 
lagilagi,lagi-lagi
nasiudah,nasi udah
inpo,info
toxic,racun
msalhnya,masalahnya 
greatness,kehebatan
views,tayangan
basketball,basket
seller,penjual
tranparan,transparan
nyiapin,menyiapkan
tungtung,tungtung 
ecosystem,ekosistem
genuine,asli
ditengah,di tengah
bodobisa,bodoh bisa
beratttt,berat
comeback,kembali
maauuuu,maauuuu 
bebasin,bebaskan
ngecengin,ngecengin 
easy,mudah
mercenary,tentara bayaran
dsangka,disangka
ngambilin,mengambil
ngendep,berhenti 
mending,lebih baik
aamiinkan,amin
amattt,sangat
would,akan
mission,misi
traction,daya tarik
coaching,pelatihan
smpean,kamu
nyenggol,menyenggol
tuku,beli
diaorang,dia orang
gblk,goblok 
test,tes
tiongkok,cina
indoooo,indonesia
hating,membenci
learn,belajar
ngembangin,mengembangkan
seviral,seviral 
chancenya,kesempatannya
insyaallah,insya allah
person,orang
janjian,janji
specialist,spesialis
lessgo,ayo 
ehkemana,eh kemana
sediain,sediakan
kipk,kipk 
aamiinnnn,amin
isagi,isagi 
oengalaman,pengalaman
succes,sukses
wkwkwwkwkw,wkwk
moment,momen
play,main
council,dewan
second,kedua
hdeuh,hdeuh 
ngehindar,menghindar
refresh,segarkan
music,musik
mamamu,ibumu
maria_,maria
ngulik,mengulik
sumpa,sumpah
swingplan,swingplan 
konseran,konser
sexual,seksual
tlonggg,tolong
solobisa,hanya bisa
education,pendidikan
account,akun
ngabrut,ngabrut 
disinihh,disini
inisator,inisiator
finland,finlandia
mermed,mermed 
pwoll,pwoll 
copyan,copyan 
fact,fakta
rusiarrc,rusiarrc 
ngehasilin,menghasilkan
dimanamana,di mana-mana
homesick,rindu rumah
lqgi,lagi
yaolo,yaolo 
jalin,menjalin
hard,keras
patenteng,patenteng 
cikgu,guru
pejabut,pejabat
motoran,bermotor
wilders,wilders 
ditangisin,ditangisi
ngucap,mengucap
scroll,gulir
casino,kasino
aseng,aseng 
mbahas,membahas
tgupp,tgupp 
mbae,mbae 
kerap,sering
timpuk,lempar
ledakin,meledakkan
repeat,ulang
rene,rene 
scamkabur,scam kabur
nelpon,telepon
loveisland,cinta pulau
truck,truk
asistenkan,asistenkan 
gajijan,gajian
anah,anah 
wamtu,wamtu 
followers,pengikut
take,ambil
smsm,smsm 
stack,tumpukan
namnaya,namanya
syndrome,sindrom
haduhhh,haduh
industrial,industri
luarnegeri,luar negeri
ketum,ketua umum
kabeh,semua
bondong,berbondong
katoff,katoff 
hikss,hiks
webajadulu,webajadulu 
heuheuheu,hehehe
sejujurny,sejujurnya
mbg,mbg 
baelah,baelah 
membernya,anggotanya
tandain,tandai
lolfanfest,lolfanfest 
trust,percaya
memillih,memilih
zero,nol
nggilani,menggelikan
meni,meni 
scandal,skandal
outgoing,keluar
ngenye,ngenye 
ngotak,berpikir
pionir,perintis
oppa,oppa 
titel,gelar
didnt,tidak
hesteg,hesteg 
ahhh,ah
tribios,tribios 
mbakk,kakak
tanyaÃ‚Â²,tanya-tanya
headline,judul
snbt,snbt 
nebuuu,nebuuu 
barokah,berkah
speed,kecepatan
kakang,kakak
judl,judul
bapakbapak,bapak-bapak
kongtoll,kongtoll 
positivity,positivitas
ngindari,menghindari
sanasini,sana-sini
square,persegi
baperan,baperan 
citizen,warga
nora,nora 
desperate,putus asa
eriktenhag,erik ten hag
cocot,cocot 
hikd,hikd 
greeting,salam
ngambilnya,mengambilnya
reminder,pengingat
giveawaay,hadiah
ngoahahaha,ngoahahaha 
mandang,mandang 
wkwkwwk,wkwk
asked,ditanya
spop,spop 
dooowww,dooowww 
udahan,udahan 
convert,konversi
gelutin,gelutin 
toei,toei 
lmfaoooo,lmfaoooo 
math,matematika
diiket,diikat
milea,milea 
damnn,damn
wkkwk,wkwk
dienskuy,dienskuy 
disave,disimpan
process,proses
barak,barak 
pekara,perkara
blangsak,blangsak 
kartumerah,kartu merah
vanessazee,vanessazee 
bawai,bawai 
confuse,bingung
sorex,sorex 
jumawa,sombong
pramyere,pramyere 
beauty,kecantikan
keatas,ke atas
komplain,keluhan
collar,kerah
view,tampilan
besides,selain
bapakibu,bapak-ibu
saefulloh,saefulloh 
deketdan,deketdan 
williamest,williamest 
suruhsuruh,perintah-perintah
lilypaly,lilypaly 
intropeksi,introspeksi
srilangka,sri lanka
sasi,sasi 
napasihh,napasihh 
biyen,biyen 
becusan,becusan 
asksakask,asksakask 
akpol,akademi kepolisian
say,katakan
sweet,manis
background,latar belakang
vibes,vibes 
selipin,selipkan
eluh,eluh 
baskwt,baskwt 
strong,kuat
ramein,ramein 
telor,telur
surya,matahari
partially,sebagian
teranyar,terbaru
chiang,chiang 
mbak,kakak
papah,ayah
monggo,silahkan
nerapin,menerapkan
priviledge,priviledge 
shinyu,shinyu 
there,di sana
ngetag,menandai
please,tolong
sritex,sritex 
telfon,telepon
animate,animate 
invasions,invasions 
dibanyak,dibanyak 
untungan,untungan 
desersi,desersi 
wouldve,akan
jatim,jawa timur
anjeng,anjing
rusiakek,rusia kek
dishah,dishah 
ever,pernah
ball,bola
blueorigin,blueorigin 
sangwe,sangwe 
gausah,tidak usah
left,kiri
bolh,bolh 
implement,implementasi
scotland,skotlandia
shin,shin 
sedengan,sedengan 
kenji,kenji 
aight,aight 
keliar,keliar 
daijobu,baik-baik saja
umpetin,sembunyikan
laah,laah 
bibik,bibik 
comedy,komedi
chanel,channel
albeit,albeit 
anyep,anyep 
cuan,untung
bacain,bacakan
hadehhh,hadeh
dengkian,dengkian 
kekkkk,kek
nolong,tolong
nyeret,menyeret
lwker,lwker 
display,tampilan
halune,halune 
ekspek,ekspek 
karnakan,karnakan 
fuckin,sialan
diakal,diakal 
kekny,keknya
indonesya,indonesia
public,publik
taulani,taulani 
applydapet,applydapet 
promotions,promosi
disanaaa,disana
decline,menolak
carousell,carousell 
song,lagu
peraya,peraya 
kemanamana,kemana-mana
allahhhhh,allah
ngakak,tertawa
ghani,ghani 
mauk,mau
caregiver,caregiver 
counting,menghitung
trended,trending
ajigg,ajigg 
utamas,utama
tripple,triple
makinmakin,semakin
lollive,lollive 
dude,dude 
ngedekem,ngedekem 
younger,lebih muda
broo,bro
semaleman,semalaman
unyari,unyari 
yaallah,ya allah
englishnya,inggrisnya
puanas,puanas 
linkon,linkon 
wkwk,tertawa
walas,walas 
ihnsbp,ihnsbp 
understand,mengerti
riweuh,riweuh 
lawrence,lawrence 
lunasin,lunasi
paste,tempel
wingky,wingky 
kunyukk,kunyukk 
lancaar,lancar
bossman,bossman 
bawabawa,bawa-bawa
awikwoknya,awikwoknya 
nulisnya,menulisnya
ngeyakinin,meyakinkan
singapur,singapura
check,periksa
sepeser,sepeser 
trading,perdagangan 
nyentuh,menyentuh
brisik,berisik
ngebet,ngebet 
enters,masuk
galaxy,galaksi
jomokers,jomokers 
prompter,prompter 
puaaas,puas
njenengan,njenengan 
duludan,duludan 
know,tahu
ebeb,ebeb 
huuh,huuh 
bolehlah,boleh
nyemplung,nyemplung 
akubtau,akubtau 
europe,eropa
plsssssss,tolong
diulti,diulti 
kind,jenis
begosono,begosono 
need,butuh
reflek,reflek 
wagilasih,wagilasih 
pansuskita,pansuskita 
here,di sini
hayuk,ayo
stay,tinggal
kings,raja
diruqayh,diruqayh 
kudugaaa,kudugaaa 
messnya,messnya 
selda,selda 
incl,termasuk
datas,data
confirmed,dikonfirmasi
begitukan,begitukan 
marih,marih 
actually,sebenarnya
salahh,salah
itung,hitung
terkocar,terkocar 
kidds,anak-anak
dukhon,dukhon 
kemanapunn,kemana pun
himawan,himawan 
ngaweawe,ngaweawe 
isilop,polisi
frasya,frasya 
kesaing,kesaing 
nasgor,nasi goreng
ngetrend,trending
edenda,edenda 
jelasno,jelasno 
thir,thir 
ngedumel,ngedumel 
mnmukan,mnmukan 
miyu,miyu 
sbysgp,sbysgp 
reward,hadiah
tagzeps,tagzeps 
ewww,ewww 
begono,begono 
cuekin,cuekin 
nabungnya,menabungnya
blame,menyalahkan
pemprov,pemerintah provinsi
partyku,partyku 
countrys,negara
officially,secara resmi
grib,grib 
dirtek,dirtek 
tethadap,terhadap
tapiii,tapi
years,tahun
beteweee,beteweee 
foxie,foxie 
taslan,taslan 
bubble,gelembung
tumbuhin,tumbuhkan
open,buka
angtum,angtum 
kukubima,kukubima 
nantang,menantang
sliweran,sliweran 
greenery,greenery 
aumr,aumr 
gaess,gaess 
wdyt,wdyt 
youll,youll 
nabung,menabung
prabski,prabski 
negaea,negaea 
absence,ketidakhadiran
sharelock,sharelock 
chuak,chuak 
nyuruh,menyuruh
menuhin,menuhi
seloyal,seloyal 
halalin,halalkan
deserve,pantas
timles,timles 
wonyu,wonyu 
kaburdulu,kabur dulu
care,peduli
kaburyuk,kabur yuk
gestalten,gestalten 
ceunah,ceunah 
marketnya,pasarnya
rlly,really
mensukung,mendukung
trapped,terjebak
dimananpun,dimanapun
tanem,tanam 
speech,pidato 
ngegeser,menggeser
bawain,bawakan
human,manusia
happening,terjadi
kahhh,kah
barenggg,bareng
buangin,buang
bolee,boleh
travel,perjalanan
sist,sist 
mariiiii,mari
dimaapin,dimaafkan
nunu,nunu 
plss,tolong
zuan,zuan 
changi,changi 
sctt,sctt 
yutup,youtube
nyamar,nyamar 
kyro,kyro 
cepattt,cepat
bremzek,brengsek 
dimandiin,dimandikan
brgkat,berangkat
iseh,masih 
dihilangin,dihilangkan
togelslot,togelslot 
invited,diundang
manggil,memanggil
breathe,bernafas
apohotel,apohotel 
nyediain,menyediakan
probably,mungkin
bunbun,bunbun 
pelanÃ‚Â²,pelan-pelan
mentality,mentalitas
warlok,warga lokal 
kebon,kebun
apek,apek 
kwkwkk,kwkwkk 
ngapainnnn,ngapain
bray,bray 
mulu,saja
jaba,jaba 
maleman,maleman 
book,buku
nabrak,menabrak
gobloooook,goblok 
amanin,mengamankan
pharsa,frasa 
source,sumber
guess,tebak
jerumuskan,menjerumuskan
engineers,insinyur
community,komunitas
manusya,manusia
risang,risang 
likaliku,likaliku 
ahnyotnyot,ahnyotnyot 
instastory,instastory 
sesayang,sesayang 
grades,nilai
dirman,dirman 
ekspat,ekspat 
else,lainnya 
rasanyaa,rasanya
gaaa,tidak
mazzara,mazzara 
kepassing,kepassing 
lisachella,lisachella 
ajabuat,aja buat 
replace,ganti
languages,bahasa
bwahang,bwahang 
cewekcewek,cewek-cewek
lovely,indah
lovely,menyenangkan
vatican,vatikan
markah,tanda
prat,praktis
membesar,memperbesar
shithole,tempat buruk
anyink,anjing
gatakut,tidak takut
pulangnya,pulang
fotonya,foto
bisi,bisikan
inves,investasi
ikutt,ikut
crab,kepiting
mantu,menantu
feature,fitur
dibeliin,dibeli
dprri,dpr ri
majuin,ajukan
selasela,sela-sela
terpedaya,tertipu
cowonya,pacarnya
dibully,dirundung
hapiba,habis
ngenes,menyedihkan
jongos,pelayan
aktifis,aktivis
buldep,buldoser
aunya,punyanya
dulua,dulu
bozz,bos
habisnya,habis
problem,masalah
ajaaabiar,biar
experience,pengalaman
alurnya,alur
civil,sipil
driver,pengemudi
baiknya,baik
velocity,kecepatan
oneshot,sekali tembak
life,hidup
kedzoliman,kezaliman
kelezatan,kenikmatan
simpul,ikatan
nyendok,mengambil
bini,istri
kaaaak,kakak
ojok,jangan
hurahura,hura-hura
arsi,arsip
urgent,mendesak
royong,gotong royong
gobok,lemari
gilanya,gila
lengkapnya,lengkap
ponakan,keponakan
options,pilihan
boca,bocah
drained,habis
remind,ingatkan
persulit,memperumit
shade,naungan
tuhkan,tuangkan
nego,negosiasi
marketing,pemasaran
adaitu,ada itu
bejir,bejat
becandaan,canda
planning,perencanaan
uninstall,copot
chance,kesempatan
dishare,dibagikan
kemenpmi,kemen pmi
place,tempat
gengs,teman-teman
ptln,pt ln
brngsek,brengsek
takoot,takut
funfact,fakta menarik
ngising,buang air besar
gabaik,baik
dianya,dia
recomended,disarankan
bursaslot,slot
hashatag,tagar
aseliii,asli
konteksnya,konteks
team,tim
switch,beralih
kaburlah,kabur
chaos,kekacauan
race,balapan
inibudaya,budaya ini
ngojol,ojol
meski,meskipun
visititaly,kunjungi italia
seriusdll,serius dll
sumpahan,sumpah
indon,indonesia
keudikan,keadilan
stance,sikap
mangat,semangat
plan,rencana
gorongÃ‚Â²,gorong-gorong
banyakan,banyak
janjangan,janji
when,ketika
wont,tidak akan
merch,merchandise
nenangin,menenangkan
sallary,gaji
wongarden,taman
dzalimmau,dzalim mau
been,telah
takkan,tidak akan
friday,jumat
berari,berarti
invoice,faktur
enjoy,nikmati
sampeya,sampai ya
jowowi,jokowi
struggle,perjuangan
kurengv,kurang
became,menjadi
riskan,berisiko
abahbiar,ayah biar
changer,pengganti
nowits,sekarang
says,berkata
reality,realitas
career,karir
yaampun,ya ampun
rebel,pemberontak
saving,tabungan
bakul,penjual
stone,batu
putarannya,putaran
kusuruh,suruh
yaallahh,ya allah
ngejalanin,menjalankan
qualified,berkualitas
heritage,warisan
smile,senyum
japanese,jepang
space,ruang
cuannya,uangnya
fandez,fans
making,membuat
luvvv,cinta
mahhh,mah
sabarnya,sabar
maharny,maharnya
dimintain,diminta
milyaran,miliaran
yeah,ya
disaat,di saat
wonder,heran
sekedar,hanya
liburannn,liburan
palestine,palestina
lock,kunci
dilayoff,dipecat
hahahah,ha ha ha
gbisa,tidak bisa
kuraÃ‚Â²,kura-kura
ngitis,ngetes
difase,di fase
ngakses,mengakses
puraÃ‚Â²,pura-pura
lagikabur,kabur lagi
buangbuang,buang-buang
event,acara
woii,woi
ngeluh,mengeluh
brand,merek
kalakuan,perilaku
deymm,aduh
ngedrop,turun
ngelesnya,alasan
begimana,bagaimana
easycash,uang mudah
rapidly,cepat
sadreality,realita sedih
cosplai,kostum
dikomen,dikomentari
ahahhaa,ha ha ha
ngumpulim,ngumpul
tmur,timur
hecticnya,sibuknya
between,antara
sekitaran,sekitar
oder,order
student,mahasiswa
dijelasin,dijelaskan
bhsa,bahasa
certified,bersertifikat
spade,sekop
cabuttolak,cabut tolak
aing,saya
worst,terburuk
isok,bisa
tissue,tisu
writer,penulis
ngehype,menghipnotis
bolehboleh,boleh-boleh
intervensi,campur tangan
flights,penerbangan
fitness,kebugaran
upper,atas
maaci,terima kasih
become,menjadi
answerella,jawab ella
blunder,kekeliruan
gokiiiil,gokil
survival,bertahan hidup
mukamuka,muka-muka
ditiktok,di tiktok
topic,topik
hasilin,hasil
twiter,twitter
newsasia,berita asia
wkwkkwkw,wkwkwk
sndrlagian,sendiri lagian
kebacut,terlalu
linkviral,link viral
feels,rasa
toeflielts,toefl ielts
ngelamar,melamar
canon,kanon
kanpeki,sempurna
alasanya,alasannya
cuma,hanya
succeed,berhasil
ngubekÃ‚Â²,mengubek
curious,penasaran
tbtb,tiba-tiba
intimate,akrab
ditest,dites
woyyyy,woi
difficult,sulit
emak,ibu
bocil,bocah
maav,maaf
pepper,lada
stateless,tanpa kewarganegaraan
diving,menyelam
plis,tolong
soulmate,belahan jiwa
sadarin,menyadari
mosok,mungkin
baekbaek,baik-baik
brave,berani
sekalinya,sekali
portrayals,penggambaran
mentri,menteri
ditanahnya,di tanahnya
behind,dibelakang
import,impor
bjiirrr,bjir
wkwkwkwkw,wkwkwk
kiwis,kiwi
benarnya,benar
gaksih,tidak
knitwear,rajutan
approved,disetujui
insyallah,insya allah
ciaociao,ciao ciao
hepi,senang
goddamnit,sialan
nanges,menangis
point,poin
uiux,ui ux
whislist,daftar keinginan
memanglah,memang
maennya,mainnya
ilaih,lihat
bacabaca,baca-baca
ngelola,mengelola
hastag,tagar
kere,miskin
someday,suatu hari
disorder,gangguan
brainrot,otak rusak
jobs,pekerjaan
fikss,fix
infonyaa,infonya
yakannn,yakan
nursing,perawat
analyst,analis
kici,kucing
kerjaa,kerja
badn,badan
geter,getar
ngobs,ngobrol
unskilled,tidak terampil
katain,katakan
gatekeep,penjaga gerbang
dipromoin,dipromosikan
girlfriend,pacar
klrg,keluarga
dipost,diposting
kejuuu,keju
haloo,halo
jokowe,jokowi
maximalist,maksimalis
therefore,karenanya
akeh,banyak
wild,liar
mostly,sebagian besar
abisnya,habisnya
hastage,tagar
odgj,orang dengan gangguan jiwa
nakut,menakutkan
inner,batin
mngyu,mengu
indonesial,indonesia
bestieee,sahabat
ahhshdhdhs,ahh
hahahha,ha ha ha
ganyangka,ganyang
pasport,paspor
disono,disana
pntes,pantes
lahhga,lah
tingkatin,tingkatkan
click,klik
bibiiiii,bibi
inspiring,menginspirasi
ndasmu,kepalamu
cheaper,lebih murah
banggg,bang
somehow,entah bagaimana
ngekang,mengekang
hehheh,hehe
class,kelas
bulannya,bulan
powerku,kekuatanku
sangsi,sanksi
brhbung,berhubung
adventure,petualangan
respond,menanggapi
manteman,teman-teman
setaraan,setara
dijatuhin,dijatuhkan
elders,orang tua
tatananny,tatanan
tropical,tropis
googling,mencari di google
thankss,terima kasih
segaenakny,seenaknya
pornograpi,pornografi
record,rekam
dilakuakn,dilakukan
laaahhhhh,lah
perthsanta,perth santa
germans,jerman
diimah,di rumah
ditempat,di tempat
milu,ikut
yess,ya
huaaaaa,huaa
naiknaik,naik-naik
ketipu,tertipu
berduitt,berduit
yourself,diri sendiri
instant,instan
begitupun,begitu pun
mksudnya,maksudnya
lowker,lowongan kerja
kaluar,keluar
apply,melamar
dicarimana,dicari mana
currently,saat ini
uelek,ulek
semacem,semacam
benerinnya,benarinnya
ways,cara
yurop,eropa
gasss,gas
sape,siapa
accepted,diterima
priittt,priit
must,harus
drowning,menenggelamkan
ready,siap
opening,pembukaan
stagnant,stagnan
lepass,lepas
shilahkan,silahkan
efficient,efisien
sebener,sebenarnya
under,dibawah
nampung,menampung
vibesmalam,vibes malam
pipeline,pipa
kulitin,kulit
academy,akademi
white,putih
akumaudong,akuma udong
spore,spora
could,bisa
klonrame,klon rame
ngerombak,mengrombak
iyaaalah,iya lah
pedahal,padahal
then,kemudian
sold,terjual
elite,elit
seee,lihat
guyssss,guys
congsratz,selamat
dirumahaja,di rumah saja
seriously,serius
elahhhh,elah
semogaaaa,semoga
nantiny,nantinya
brbagai,berbagai
goals,tujuan
ketrigger,terpicu
selamatin,selamatkan
beef,daging
saying,mengatakan
momentnya,momennya
mowning,pagi
election,pemilihan
heheheh,he he he
bangbayang,bayang
shipping,pengiriman
health,kesehatan
hunters,pemburu
instal,pasang
jepangnya,jepang
udaaaalah,sudahlah
usahain,usaha
orangorang,orang-orang
ditungguin,ditunggu
postdoc,pasca doktoral
next,berikutnya
perdalam,pendalaman
dongkalau,kalau
grad,lulusan
aksksk,aksksk 
notif,notifikasi
post,posting
family,keluarga
fight,pertarungan
nguli,kuli
estetik,estetika
treatment,perawatan
ngumpulin,kumpulkan
soksokan,sokongan
business,bisnis
carat,karat
nyamperin,sambut
eaaa,ya
gede,besar
nihon,jepang
grade,tingkat
death,kematian
wapresmu,wakil presidenmu
korsel,korea selatan
mentalku,mental
credits,kredit
bereq,berak
counter,penghitung
extrem,ekstrem
liatnye,lihatnya
awikwok,wkwkwk
lowkey,rendah hati
ruler,penguasa
bionya,bio
mention,sebut
colek,sentuh
ausie,australia
kabueh,kabur
cumananya,cuma
hooman,manusia
west,barat
friend,teman
yakrn,yakin
ojak,jangan
jaluurr,jalur
echo,gaung
bltanjiiir,blt anjir
trooossss,tros
paspasan,pas-pasan
dilink,di link
finest,terbaik
k????jam???Â©,kejam
benefit,manfaat
muhun,mohon
placement,penempatan
playing,bermain
misah,terpisah
filled,terisi
count,hitung
beluuum,belum
soresore,sore-sore
ngelepas,lepas
daaaang,dang
dlsbnya,dll
gassinn,gas
sech,seh
huahhh,huah
nyampahin,sampah
nepo,nepotisme
give,beri
edinburg,edinburgh
jebul,ternyata
nourrrrrer,nourer
yaaaps,ya
lahk,lah
jawabali,jawab
rnznews,rnz news
piraku,pirangku
mengnya,kucingnya
indonezia,indonesia
tuololl,tolol
ketutup,tertutup
every,setiap
pedo,pedofil
privilage,privilege
ngebenerin,benarkan
